crime_group,source_feature,normalized_feature,canonical_feature,mapping_status,mapping_notes
SC,SC_IPC_Grievous Hurt,IPC_GRIEVOUS_HURT,IPC_GRIEVOUS_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Hurt,IPC_HURT,IPC_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Insult to the Modesty of women,IPC_INSULT_TO_THE_MODESTY_OF_WOMEN,IPC_INSULT_TO_THE_MODESTY_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Kidnaping & Abduction,IPC_KIDNAPING_ABDUCTION,IPC_KIDNAPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Kidnaping & Abduction in order to Murder,IPC_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,IPC_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Kidnapping & Abduction,IPC_KIDNAPPING_ABDUCTION,IPC_KIDNAPPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Kidnapping for Ransom,IPC_KIDNAPPING_FOR_RANSOM,IPC_KIDNAPPING_FOR_RANSOM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Murder,IPC_MURDER,IPC_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Other Dacoity,IPC_OTHER_DACOITY,IPC_OTHER_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Other IPC crimes,IPC_OTHER_IPC_CRIMES,IPC_OTHER_IPC_CRIMES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Other Kidnapping,IPC_OTHER_KIDNAPPING,IPC_OTHER_KIDNAPPING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Other Sexual Harassment,IPC_OTHER_SEXUAL_HARASSMENT,IPC_OTHER_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Rape,IPC_RAPE,IPC_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Riots,IPC_RIOTS,IPC_RIOTS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Robbery,IPC_ROBBERY,IPC_ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Sexual Harassment,IPC_SEXUAL_HARASSMENT,IPC_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Stalking,IPC_STALKING,IPC_STALKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_IPC_Voyeurism,IPC_VOYEURISM,IPC_VOYEURISM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Kidnapping and Abduction,KIDNAPPING_AND_ABDUCTION,KIDNAPPING_AND_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,"SC_Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Murder,MURDER,MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Other Crimes Against SCs,OTHER_CRIMES_AGAINST_SCS,OTHER_CRIMES_AGAINST_SCS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Other SLL Crime against SCs,OTHER_SLL_CRIME_AGAINST_SCS,OTHER_SLL_CRIME_AGAINST_SCS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Acid attack,POA_ACID_ATTACK,POA_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Arson,POA_ARSON,POA_ARSON,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Assault on women with intent to Disrobe,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Assault on women with intent to outrage her Modesty,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Attempt to Acid Attack,POA_ATTEMPT_TO_ACID_ATTACK,POA_ATTEMPT_TO_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Attempt to commit Murder,POA_ATTEMPT_TO_COMMIT_MURDER,POA_ATTEMPT_TO_COMMIT_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Attempt to commit Rape,POA_ATTEMPT_TO_COMMIT_RAPE,POA_ATTEMPT_TO_COMMIT_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Dacoity,POA_DACOITY,POA_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Dacoity with Murder,POA_DACOITY_WITH_MURDER,POA_DACOITY_WITH_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Grievous Hurt,POA_GRIEVOUS_HURT,POA_GRIEVOUS_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Hurt,POA_HURT,POA_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Insult to the Modesty of women,POA_INSULT_TO_THE_MODESTY_OF_WOMEN,POA_INSULT_TO_THE_MODESTY_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Kidnaping & Abduction in order to Murder,POA_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,POA_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Kidnaping & Abduction_Total,POA_KIDNAPING_ABDUCTION_TOTAL,POA_KIDNAPING_ABDUCTION_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Kidnapping & Abduction_GrandTotal,POA_KIDNAPPING_ABDUCTION_GRANDTOTAL,POA_KIDNAPPING_ABDUCTION_GRANDTOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Kidnapping & Abduction of Women to compel her for marriage,POA_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,POA_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Kidnapping for Ransom,POA_KIDNAPPING_FOR_RANSOM,POA_KIDNAPPING_FOR_RANSOM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Murder,POA_MURDER,POA_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Other Dacoity,POA_OTHER_DACOITY,POA_OTHER_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Other IPC crimes,POA_OTHER_IPC_CRIMES,POA_OTHER_IPC_CRIMES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Other Kidnapping,POA_OTHER_KIDNAPPING,POA_OTHER_KIDNAPPING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Other Sexual Harassment,POA_OTHER_SEXUAL_HARASSMENT,POA_OTHER_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Rape,POA_RAPE,POA_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Riots,POA_RIOTS,POA_RIOTS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Robbery,POA_ROBBERY,POA_ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_SC / ST (Prevention of Atrocities) Act only,POA_SC_ST_PREVENTION_OF_ATROCITIES_ACT_ONLY,POA_SC_ST_PREVENTION_OF_ATROCITIES_ACT_ONLY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Sexual Harassment,POA_SEXUAL_HARASSMENT,POA_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Stalking,POA_STALKING,POA_STALKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_POA_Voyeurism,POA_VOYEURISM,POA_VOYEURISM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Prevention of atrocities (POA) Act,PREVENTION_OF_ATROCITIES_POA_ACT,PREVENTION_OF_ATROCITIES_POA_ACT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,"SC_Protection of Civil Rights Act, 1955",PROTECTION_OF_CIVIL_RIGHTS_ACT_1955,PROTECTION_OF_CIVIL_RIGHTS_ACT_1955,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Protection of Civil Rights (PCR) Act,PROTECTION_OF_CIVIL_RIGHTS_PCR_ACT,PROTECTION_OF_CIVIL_RIGHTS_PCR_ACT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Rape,RAPE,RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Robbery,ROBBERY,ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Total crimes against SCs,TOTAL_CRIMES_AGAINST_SCS,TOTAL_CRIMES_AGAINST_SCS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,SC_Total IPC Crimes against SCs,TOTAL_IPC_CRIMES_AGAINST_SCS,TOTAL_IPC_CRIMES_AGAINST_SCS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
SC,"SC_Total of SC/ST (Prevention of Atrocities) Act ,1989",TOTAL_OF_SC_ST_PREVENTION_OF_ATROCITIES_ACT_1989,TOTAL_OF_SC_ST_PREVENTION_OF_ATROCITIES_ACT_1989,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Arson,ARSON,ARSON,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Dacoity,DACOITY,DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Hurt,HURT,HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Acid attack,IPC_ACID_ATTACK,IPC_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Arson,IPC_ARSON,IPC_ARSON,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Assault on women with intent to Disrobe,IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Assault on women with intent to outrage her Modesty,IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,IPC_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Attempt to Acid Attack,IPC_ATTEMPT_TO_ACID_ATTACK,IPC_ATTEMPT_TO_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Attempt to commit Murder,IPC_ATTEMPT_TO_COMMIT_MURDER,IPC_ATTEMPT_TO_COMMIT_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Attempt to commit Rape,IPC_ATTEMPT_TO_COMMIT_RAPE,IPC_ATTEMPT_TO_COMMIT_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Dacoity,IPC_DACOITY,IPC_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Dacoity with Murder,IPC_DACOITY_WITH_MURDER,IPC_DACOITY_WITH_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Grievous Hurt,IPC_GRIEVOUS_HURT,IPC_GRIEVOUS_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Hurt,IPC_HURT,IPC_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Insult to the Modesty of women,IPC_INSULT_TO_THE_MODESTY_OF_WOMEN,IPC_INSULT_TO_THE_MODESTY_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Kidnaping & Abduction,IPC_KIDNAPING_ABDUCTION,IPC_KIDNAPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Kidnaping & Abduction in order to Murder,IPC_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,IPC_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Kidnapping & Abduction,IPC_KIDNAPPING_ABDUCTION,IPC_KIDNAPPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Kidnapping & Abduction of Women to compel her for marriage,IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,IPC_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Kidnapping for Ransom,IPC_KIDNAPPING_FOR_RANSOM,IPC_KIDNAPPING_FOR_RANSOM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Murder,IPC_MURDER,IPC_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Other Dacoity,IPC_OTHER_DACOITY,IPC_OTHER_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Other IPC crimes,IPC_OTHER_IPC_CRIMES,IPC_OTHER_IPC_CRIMES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Other Kidnapping,IPC_OTHER_KIDNAPPING,IPC_OTHER_KIDNAPPING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Other Sexual Harassment,IPC_OTHER_SEXUAL_HARASSMENT,IPC_OTHER_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Rape,IPC_RAPE,IPC_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Riots,IPC_RIOTS,IPC_RIOTS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Robbery,IPC_ROBBERY,IPC_ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Sexual Harassment,IPC_SEXUAL_HARASSMENT,IPC_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Stalking,IPC_STALKING,IPC_STALKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_IPC_Voyeurism,IPC_VOYEURISM,IPC_VOYEURISM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Kidnapping Abduction,KIDNAPPING_ABDUCTION,KIDNAPPING_ABDUCTION,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,"ST_Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,MANUAL_SCAVENGERS_AND_CONSTRUCTION_OF_DRY_LATRINES_P_ACT_1993,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Murder,MURDER,MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Other Crimes Against STs,OTHER_CRIMES_AGAINST_STS,OTHER_CRIMES_AGAINST_STS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Other SLL Crime against STs,OTHER_SLL_CRIME_AGAINST_STS,OTHER_SLL_CRIME_AGAINST_STS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Acid attack,POA_ACID_ATTACK,POA_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Arson,POA_ARSON,POA_ARSON,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Assault on women with intent to Disrobe,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Assault on women with intent to outrage her Modesty,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,POA_ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Attempt to Acid Attack,POA_ATTEMPT_TO_ACID_ATTACK,POA_ATTEMPT_TO_ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Attempt to commit Murder,POA_ATTEMPT_TO_COMMIT_MURDER,POA_ATTEMPT_TO_COMMIT_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Attempt to commit Rape,POA_ATTEMPT_TO_COMMIT_RAPE,POA_ATTEMPT_TO_COMMIT_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Dacoity,POA_DACOITY,POA_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Dacoity with Murder,POA_DACOITY_WITH_MURDER,POA_DACOITY_WITH_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Grievous Hurt,POA_GRIEVOUS_HURT,POA_GRIEVOUS_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Hurt,POA_HURT,POA_HURT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Insult to the Modesty of women,POA_INSULT_TO_THE_MODESTY_OF_WOMEN,POA_INSULT_TO_THE_MODESTY_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Kidnaping & Abduction in order to Murder,POA_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,POA_KIDNAPING_ABDUCTION_IN_ORDER_TO_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Kidnaping & Abduction_Total,POA_KIDNAPING_ABDUCTION_TOTAL,POA_KIDNAPING_ABDUCTION_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Kidnapping & Abduction_GrandTotal,POA_KIDNAPPING_ABDUCTION_GRANDTOTAL,POA_KIDNAPPING_ABDUCTION_GRANDTOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Kidnapping & Abduction of Women to compel her for marriage,POA_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,POA_KIDNAPPING_ABDUCTION_OF_WOMEN_TO_COMPEL_HER_FOR_MARRIAGE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Kidnapping for Ransom,POA_KIDNAPPING_FOR_RANSOM,POA_KIDNAPPING_FOR_RANSOM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Murder,POA_MURDER,POA_MURDER,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Other Dacoity,POA_OTHER_DACOITY,POA_OTHER_DACOITY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Other IPC crimes,POA_OTHER_IPC_CRIMES,POA_OTHER_IPC_CRIMES,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Other Kidnapping,POA_OTHER_KIDNAPPING,POA_OTHER_KIDNAPPING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Other Sexual Harassment,POA_OTHER_SEXUAL_HARASSMENT,POA_OTHER_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Rape,POA_RAPE,POA_RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Riots,POA_RIOTS,POA_RIOTS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Robbery,POA_ROBBERY,POA_ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_SC / ST (Prevention of Atrocities) Act only,POA_SC_ST_PREVENTION_OF_ATROCITIES_ACT_ONLY,POA_SC_ST_PREVENTION_OF_ATROCITIES_ACT_ONLY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Sexual Harassment,POA_SEXUAL_HARASSMENT,POA_SEXUAL_HARASSMENT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Stalking,POA_STALKING,POA_STALKING,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_POA_Voyeurism,POA_VOYEURISM,POA_VOYEURISM,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Prevention of atrocities (POA) Act,PREVENTION_OF_ATROCITIES_POA_ACT,PREVENTION_OF_ATROCITIES_POA_ACT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,"ST_Protection of Civil Rights Act, 1955",PROTECTION_OF_CIVIL_RIGHTS_ACT_1955,PROTECTION_OF_CIVIL_RIGHTS_ACT_1955,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Protection of Civil Rights (PCR) Act,PROTECTION_OF_CIVIL_RIGHTS_PCR_ACT,PROTECTION_OF_CIVIL_RIGHTS_PCR_ACT,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Rape,RAPE,RAPE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Robbery,ROBBERY,ROBBERY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Total crimes against STs,TOTAL_CRIMES_AGAINST_STS,TOTAL_CRIMES_AGAINST_STS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,ST_Total IPC Crimes against STs,TOTAL_IPC_CRIMES_AGAINST_STS,TOTAL_IPC_CRIMES_AGAINST_STS,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
ST,"ST_Total of SC/ST (Prevention of Atrocities) Act ,1989",TOTAL_OF_SC_ST_PREVENTION_OF_ATROCITIES_ACT_1989,TOTAL_OF_SC_ST_PREVENTION_OF_ATROCITIES_ACT_1989,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Abetment of Suicides of Women,ABETMENT_OF_SUICIDES_OF_WOMEN,ABETMENT_OF_SUICIDES_OF_WOMEN,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Acid attack,ACID_ATTACK,ACID_ATTACK,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Arson,ARSON,ARSON,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Assault on women with intent to Disrobe,ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,ASSAULT_ON_WOMEN_WITH_INTENT_TO_DISROBE,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Assault on women with intent to outrage her modesty,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
WOMEN,WOMEN_Assault on Women with intent to outrage her Modesty_Total,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY_TOTAL,ASSAULT_ON_WOMEN_WITH_INTENT_TO_OUTRAGE_HER_MODESTY_TOTAL,EXACT_NORMALIZED_MATCH,Canonicalized by exact mechanical name normalization only.
